Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,110690,115444,114855,115579,118058,116282,115954,116575,115909,114287,116989,114394,110197,114489,113754,112979,116754,117116,117376,117428,119165,120551,121488,113930,109474,116708,116113,117807,117088,116016,119192,117404,117320,121019,118387,116614,111830,113717,113860,112404,115233,117753,119163,115694,116925,120195,122148,116080,109533,112897,114773,114679,113475,115623,116999,119247,117392,118387,117642,117879,111416,116839,117240,118443,117911,117838,117942,119111,121003,123437,121392,118911,111539,119212,119341,119644,119660,115806,116236,119124,120200,120735,122175,118506,114759,114131,116123,114490,115020,115847,116554,115378,116289,117368,118771,119158
0.083333333,110610,116321,112804,114512,114500,116479,115345,115229,115938,116029,116881,112952,108546,113188,113741,114037,117297,117066,117968,116896,119560,119864,121181,114203,109380,116591,115238,116505,115447,114206,119115,116085,117877,118304,117309,115981,111719,112987,114922,115407,116864,118400,121665,117616,117648,122859,119411,118852,109565,111060,114892,114210,114581,115922,114528,119513,116901,118381,120428,117593,111196,115367,115934,116932,117926,116547,116929,117711,118580,122271,122306,117642,112687,120663,116820,119667,118880,117010,116898,121349,121043,121892,123022,119554,115016,113276,114463,115482,115135,113883,116583,115847,115285,119200,119407,119392
0.166666667,109179,115362,111982,114900,117468,115728,115000,115871,116872,117929,116950,113236,112632,114347,114319,115888,117974,117640,116624,116887,118519,119345,123424,115652,111095,115326,114657,115842,116659,115294,116214,116499,117841,120051,118374,116763,112177,115850,113918,114572,115835,117516,118587,118466,116383,120293,119567,116800,110918,114181,115673,116766,115903,119096,117137,120782,118152,119449,120681,120829,112735,116522,116518,117641,117376,115899,116859,117454,118371,120922,121156,116689,113015,118569,117288,118728,117147,115666,113254,121590,119003,120632,122602,115865,114755,114757,113556,115342,113358,116821,113797,115096,116294,116812,118927,119096
0.25,110833,115221,113975,115208,116392,116478,117754,117491,117056,117219,118940,116193,111746,113215,114654,112893,116158,118022,116930,114805,117555,120306,122385,115630,110510,116760,117309,118085,114896,117129,118517,118230,118809,121371,118958,116947,111723,113822,115712,114765,117505,117894,120498,117430,117537,121128,119580,117811,109822,114309,113393,115558,115640,117483,115632,119217,116866,117603,118553,118806,110394,115678,116854,116441,114776,116442,115941,115864,121371,122167,120541,118343,111608,118750,118025,120815,118219,115972,117065,121434,121560,122236,123660,120449,114188,113604,115233,116148,114272,115695,113660,113102,116327,118572,116930,120383
0.333333333,110619,114401,113157,114790,117389,116701,115870,116691,115492,118167,116786,115179,111554,114901,115709,114440,117702,117515,117908,117230,118906,118409,121877,115915,110664,117472,115399,116309,115954,116200,117003,115613,117998,119920,117220,116816,110363,115378,115217,115811,115579,116117,119042,117256,117997,120775,118906,119822,111164,112982,116800,116466,115316,116627,117044,120332,119004,121240,121348,120956,111121,114734,115909,114496,116397,115161,114614,116821,119483,120632,121338,118807,112233,118017,118980,119477,120407,116946,116756,119701,122528,121505,123954,118453,113978,113724,115074,114861,113646,116982,113963,115546,116134,116537,117994,119611
0.416666667,112107,115404,113764,113470,117701,116288,117371,116523,116390,118844,120512,117975,110550,114471,114857,113728,117999,117680,117543,116134,118006,121134,122922,116535,110974,116284,116835,118733,116639,115884,119047,117256,118116,120892,119867,116375,112554,115149,114543,113032,116057,118301,118121,116971,117727,119896,118271,116697,108815,113531,115923,115786,115416,116531,117352,120963,117555,119978,122310,120941,111870,116290,116211,117881,118457,115519,114083,116467,118412,121135,121677,117916,111059,118097,117468,119645,117832,115205,115449,121744,120661,120367,122971,118623,114000,114313,114146,114881,112623,115695,114983,115121,114994,116150,118842,120503
0.5,112009,115170,113892,114812,115789,116584,116327,116100,115752,116451,122405,118664,111798,115806,113211,114934,117596,117605,117613,117248,117227,120033,123991,115334,112558,115484,114140,116926,117056,115479,116762,118005,117751,121992,117735,117603,111408,114622,117252,114513,116238,118943,121113,118374,120023,122759,120963,119377,109722,112629,114715,114350,116450,115469,117412,119851,118425,118907,123013,124129,114077,116177,116437,117247,117244,116192,117888,117304,119344,123073,121714,118550,112771,119881,118396,120598,117644,116783,116287,122193,120929,121622,123840,118952,112529,113269,113913,115442,114136,115004,114052,114021,117807,117596,118954,119960
0.583333333,111042,116183,115462,114352,114891,116897,114870,116010,115959,116539,121911,120771,112283,115689,114565,115029,117575,117749,116700,118490,119571,120680,122896,116408,109697,115916,116746,116283,113228,114875,118091,115332,117191,119815,119828,115440,111377,115858,114746,112997,115409,118473,118418,117760,117377,121432,118820,117151,109307,113187,113741,115862,114995,118085,116477,122044,117904,118367,124241,123595,111226,116104,115543,117602,115312,116852,117091,117596,117319,121276,120600,117856,113284,118734,118158,118326,118616,115558,116762,119562,119184,119673,121765,118092,111982,113882,113639,114071,113828,117335,115455,116063,115658,118045,119601,119933
0.666666667,110316,115918,115448,114561,117133,118808,116666,115806,116749,117051,125062,123424,111970,115131,114311,114650,116413,116736,116769,116412,117117,117268,123904,115393,111154,117492,116251,117406,116688,115358,117729,115634,118337,119821,119600,119756,111205,114639,114586,115128,115944,119090,118253,116652,117464,120575,119516,116656,110116,110150,113892,114643,112553,115933,115261,117271,115679,118538,126197,124107,111720,117355,114826,118056,118332,115765,116493,117947,121180,124379,122052,119070,111664,116993,118269,119286,119392,117144,115554,120963,120951,122083,122636,117119,112685,113367,112558,114376,113055,114865,113250,114229,114926,116459,117596,119137
0.75,110589,115154,114128,114642,116639,117644,115754,116320,117049,117611,127920,122569,112103,114127,114036,113875,117311,117747,116732,117347,119088,119080,122503,115023,110930,114224,115781,116135,113329,116472,118250,116671,116981,120182,117421,116341,111020,115443,115480,114080,116956,118062,119388,116106,117290,121722,121665,119704,109345,113383,114205,114399,114348,118250,115885,118792,119081,120455,127836,126353,111418,117458,116562,116372,117803,117429,116065,117721,119034,122991,120393,118451,111714,118143,116140,118550,117553,115421,114002,120556,120499,120053,122482,119454,111763,115232,114203,114438,111078,115599,114534,114863,115057,118397,118075,118285
