Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,118554,122490,121376,120980,124027,121016,122224,123563,121394,120501,122295,121153,119855,120835,119602,123730,123179,123228,125666,121131,123831,124612,123811,120588,119921,121580,119732,121005,122335,123415,123895,121510,118049,120319,121849,118531,117020,122144,123606,122076,122916,126469,125646,123368,121976,121676,122805,122350,119467,119824,121995,123186,119583,123273,122024,122533,124236,123468,122306,118798,116623,122479,122107,121024,123408,122543,123375,124535,126021,125993,124676,118974,118000,123830,123084,127050,125464,123729,126289,125463,127338,127748,124677,123186,118752,120748,120217,122520,122562,119976,122330,121729,123803,123674,120912,121989
0.083333333,119153,120840,122243,122943,123615,122491,121544,123513,123520,121253,123334,120981,118404,122062,120215,122230,122580,122035,124900,120164,124857,123684,121799,121305,116919,121168,119281,121207,121790,122047,123264,119796,118959,120744,121324,118842,117065,121393,120293,120161,122186,127508,123516,122145,120928,123108,121702,121132,118611,121528,122698,123182,119851,124203,124507,123043,123801,125583,123214,121403,116465,121833,123274,120179,123337,119884,122794,123643,125560,125053,124703,120186,115622,124091,120743,125862,125549,123720,125596,125472,127478,126218,126292,119547,117563,119763,119973,119092,121081,121777,121195,121607,123363,123407,122585,122109
0.166666667,120580,123537,121237,124382,122369,122389,122685,124455,124048,122159,123419,121622,118885,121234,119703,120878,123847,124523,124412,121025,123928,124923,121394,122953,119703,120243,120530,121382,123695,122573,122791,122274,120815,121947,118868,118844,117862,120162,122394,122374,120728,125998,124934,123408,121565,120564,123930,121350,119483,120861,120861,124298,120640,121578,124590,125661,123156,124118,122522,123293,117567,121623,121895,121697,122831,121076,122355,122947,123555,125803,124856,120463,116366,122801,121960,125573,124132,123613,124477,125369,126975,125116,125983,119448,119612,118840,118107,121364,121396,120891,120245,122202,122851,123315,122108,122046
0.25,119106,123184,121798,123653,123568,120231,121604,122502,122933,121959,122499,122987,117578,121154,121702,121954,122180,122937,123638,120649,123771,124171,122557,121268,117919,119657,120523,120906,123706,122098,123397,122900,120008,120831,120024,118009,115782,119473,122008,120919,124463,127741,125620,122496,121687,121061,122082,122685,118347,119896,121499,121314,120225,122018,122918,122951,121874,121919,123253,119985,117000,122026,123695,120037,124277,123362,123813,124802,125340,127513,125264,120270,118704,123040,120316,126865,124038,123901,124539,126517,127003,125869,126948,122386,119136,119283,118204,122174,122375,121396,121606,121911,123778,122833,123463,121810
0.333333333,119578,122326,119666,123017,122710,122269,121484,122879,120209,120646,123101,123248,118612,122558,119114,122404,123962,123479,125004,122129,123717,124411,123305,124184,119156,121673,120186,120029,122515,123975,121011,121115,119730,120062,120295,117942,116169,119786,123565,120793,121510,126738,123783,122878,121754,120484,122089,122444,119527,122277,122981,121319,120385,121603,122207,123298,124560,124011,125915,121848,115918,122421,121976,122490,124266,121686,124629,123386,123381,127097,126592,120706,116837,122615,121627,125135,123838,123626,124873,125872,126176,125876,125357,121510,119722,120500,120218,121081,121432,121993,119740,123332,122177,121960,123157,122373
0.416666667,119824,123384,121157,121685,122180,122440,123146,122362,122221,120454,129061,123362,119329,121177,119755,121196,123606,121790,123642,121563,123900,124903,124636,122345,118675,122439,119848,123444,122771,120744,123116,121384,118682,120287,119279,119159,116755,122798,122717,121068,122167,125407,122264,121942,122200,122256,123238,121404,120662,121356,121617,120957,119318,123816,122895,122960,123841,122606,123337,121520,118072,121839,124923,124811,123876,122595,123120,123663,124045,127393,126384,119125,118183,121816,121879,125291,124386,123498,124713,124403,127666,125578,124180,121684,118807,119641,118714,121480,121641,119338,120845,120274,121396,122087,122042,122364
0.5,119475,121831,121367,123270,121824,122137,123110,123024,123453,120071,127264,126788,119672,122108,118984,121637,124078,122323,124484,121143,124075,124511,121895,122610,119753,121442,121178,120030,122321,123424,122504,122879,121037,120613,120793,118644,116011,121478,123491,121571,123311,129023,126346,124864,123405,123361,123801,124594,118792,121210,122323,121184,120586,120789,124167,121308,123136,123528,124428,123600,117831,122223,120737,122452,123417,123878,122720,122895,125456,126677,124792,120529,117165,124049,122757,125734,124629,123173,125767,126345,128626,127637,126028,123072,118327,117579,119113,119877,121623,119775,122628,121488,121403,122717,121006,122045
0.583333333,119373,122341,121879,123004,123428,122995,121515,124147,123041,121889,128026,126735,119715,120805,119834,122611,124835,123624,123993,123017,123016,123198,123098,121715,119297,119795,119203,120824,121715,121998,124454,121458,121368,120829,121810,117860,115009,123060,124614,122018,122352,126111,125636,123497,122243,122579,123364,122974,119338,118377,121882,123337,120913,121119,124047,122978,124740,124124,125913,127525,116750,121619,122567,122539,121899,123122,124931,123654,124652,127893,124967,119381,118019,121507,121216,125245,123678,122739,125141,127413,127270,128050,125504,120525,120225,118732,119835,122375,120782,121009,121379,119999,123397,122347,121649,123187
0.666666667,119231,122075,120049,122226,122080,120924,121774,124126,121615,122022,130346,128533,116918,120392,119998,122261,121623,123530,124199,120644,122689,122085,122149,120995,117129,121603,118977,119787,124062,121529,122619,121478,117953,121762,119714,119120,115854,120070,122172,120541,121090,128294,126163,123260,120891,122136,120825,122639,120019,118267,122239,122039,119832,123054,122435,122094,122088,124434,127727,126560,117807,120855,121820,123632,123038,122183,122644,125743,125169,125719,125507,120638,117424,123900,121996,125231,123948,123757,123596,125315,127608,124595,126224,120615,118606,118113,120166,120034,121672,120363,121163,120006,120931,122095,122053,120833
0.75,121373,122029,120646,123698,122588,121028,120571,123193,121912,120753,130719,129281,117846,121294,120334,121442,122347,123597,125259,121784,121957,122818,121647,121011,118938,120389,119464,120809,122527,122170,121973,120842,118160,121221,120573,118615,116152,122320,121358,121896,123204,128378,126441,122958,122868,123433,123027,124437,117735,119415,120740,122248,119311,121119,122682,123082,124656,124234,131263,128820,116269,121608,122124,122261,124271,122844,123291,124676,124474,125002,123973,120496,118225,122344,123696,125416,122107,122034,125202,125142,127006,123930,125732,121038,118698,119302,118308,120422,121183,120287,121991,121375,122216,122396,123893,122019
