ID,Page 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Background,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,3.215788001,3.302287093,3.327992676,3.432693041,3.474361909,3.462381061,3.46796877,3.527122911,3.543144884,3.462526385,3.545128557,3.577019913,3.626088568,3.612827751,3.606411137,3.61638819,3.654128837,3.693974447,3.740800081,3.653391318,3.771795459,3.735662877,3.769932097,3.866401394,3.964998151,4.283207446,4.708825164,5.573103431,7.471362086,11.08252588,18.29469531,31.25963226,46.33589802,61.57137407,75.03449629,86.75730526,97.47229216,100,100,100
2,,3.11512932,3.163296966,3.147466709,3.18455787,3.249350024,3.226138705,3.324050762,3.265757665,3.320973526,3.34732077,3.336326449,3.390227686,3.443198291,3.40733959,3.459874222,3.555759009,3.414414227,3.526264591,3.537477248,3.563998881,3.585615829,3.621401868,3.592736706,3.666633969,3.853030187,4.066411958,4.556109184,5.506981003,7.409781033,11.03817299,18.31552136,30.88998245,46.41663669,60.88543018,74.23490677,85.16365301,94.00800009,100,100,100
3,,2.837701228,2.872686938,2.950113898,2.948424506,3.015182727,3.0768057,3.012717808,3.032906668,3.114875003,3.13899879,3.087881067,3.096055543,3.16910811,3.073421327,3.195747819,3.109461684,3.14781884,3.258945602,3.208645326,3.228574279,3.303959716,3.293659876,3.409217623,3.558990792,3.896684684,4.384120445,5.609343608,8.623064012,14.12197045,23.3463035,35.37510784,48.40018692,59.61633097,68.2061846,74.23748907,77.11886191,78.85818919,79.90272374,82.10193027,83.21396617
4,,3.07034996,3.075551232,3.209299284,3.22775264,3.191206444,3.229476616,3.300119529,3.233034609,3.356069276,3.234302281,3.289749752,3.35590771,3.333957566,3.359049273,3.373182856,3.330340217,3.415477735,3.449093822,3.387143825,3.515787638,3.429395812,3.479056992,3.485512732,3.50156405,3.432734962,3.587513425,3.498766562,3.584751151,3.720032161,3.823097073,4.150250502,4.652593153,5.69172416,7.557676168,11.41050584,18.08346685,25.57704534,35.72195715,47.88022842,61.21320123
5,,3.281579817,3.219144986,3.359655146,3.363910066,3.481981638,3.432059205,3.586339654,3.504234379,3.467067761,3.435187304,3.524599304,3.603348662,3.583581292,3.613336385,3.608171793,3.618853108,3.672377062,3.626153964,3.699498995,3.719604573,3.776404466,3.826090748,3.856844943,3.957935963,4.13650285,4.509549605,5.170460881,6.685631451,9.437705043,15.11230053,25.72191523,41.19090797,56.56410424,70.27108239,82.78896773,93.12472071,99.96813557,100,100,100
6,,3.098802167,3.135830727,3.18455787,3.142704553,3.243929337,3.243050787,3.329753332,3.303343486,3.34031727,3.381181266,3.429414308,3.436985689,3.408974485,3.37905171,3.44325698,3.434696836,3.528430828,3.485992911,3.501727539,3.613445378,3.588832191,3.584461621,3.621347372,3.807234956,3.919470512,4.386699518,5.011876605,6.635879346,9.56940214,15.48976011,26.28566063,41.76330714,57.20323927,70.86727194,82.8972721,93.57031768,100,100,100,100
7,,3.229858091,3.229898963,3.288624399,3.258035929,3.355224161,3.356625781,3.450980392,3.483869453,3.414030084,3.433606906,3.460092208,3.484143333,3.507395176,3.558098726,3.569319976,3.493298746,3.589049109,3.676116361,3.684072851,3.673282543,3.731182985,3.795623008,3.672592254,3.886036905,4.035400931,4.346423394,5.015513339,6.361791409,9.223773556,14.4494721,24.69865975,39.6505684,55.11340723,68.36763145,80.77067597,92.26727267,99.99949137,100,100,100
8,,2.886243992,2.858995738,2.875054042,2.798613609,2.88471809,2.95959629,3.041559036,2.954968279,3.011661414,2.988890258,3.001231621,3.039479785,3.010387034,3.087227109,3.090496899,3.075913634,3.050183108,3.153484953,3.106228224,3.146687752,3.210389214,3.156655658,3.176928359,3.180801803,3.228046082,3.24911527,3.216249685,3.368018264,3.391099631,3.487703772,3.669358794,4.137691865,4.825614811,6.344114419,9.228274968,14.68169232,20.34605282,27.58047862,37.20588235,49.61394675
9,,3.140851671,3.273467104,3.263904784,3.249735692,3.326466773,3.379334796,3.4416137,3.450282837,3.476826828,3.515913399,3.526946846,3.497367819,3.549248493,3.507931757,3.576245224,3.627186882,3.594589587,3.606317235,3.675780998,3.626052237,3.722590982,3.794046802,3.747901884,3.84232344,3.941405356,4.113505324,4.506693429,5.284097556,6.742844399,9.770555174,15.58523799,27.1662089,42.18347066,57.79881673,71.91435329,83.29243915,93.44955622,99.88842962,100,100
10,,2.994038082,3.008265304,3.100524256,3.082831057,3.15055205,3.127997762,3.209379212,3.232841775,3.244068055,3.285877775,3.255766639,3.303300804,3.322828084,3.401056463,3.346405229,3.286081229,3.390118693,3.339026122,3.362652454,3.482544769,3.494214288,3.49126421,3.512190869,3.461509117,3.612573434,3.799369294,4.004882887,4.525121632,5.495918212,7.251214364,11.31380179,18.7644552,31.71974263,47.10470232,61.3322216,74.73500165,85.57074192,94.84103369,100,100
11,,2.975157139,2.969812568,3.02069945,3.058620076,3.103576061,3.101396201,3.168993668,3.195747819,3.159321795,3.166901002,3.236983509,3.268365113,3.211806123,3.305758101,3.360952163,3.275642493,3.424359268,3.322804608,3.386446467,3.410137077,3.491550317,3.370972254,3.482019038,3.535515373,3.675694921,3.806907977,4.144819856,4.853742275,6.151565685,8.838025483,14.07973426,23.9155824,38.84547893,53.72996618,67.46905646,79.92429178,89.87659266,98.48102306,100,100
12,,2.831529499,2.822919051,2.956376804,2.885598418,2.940631506,2.950427253,2.998601256,2.969100481,3.03837644,3.063652561,3.055183163,3.120088502,3.141629155,3.10172318,3.109788663,3.105973907,3.143241134,3.166833929,3.260634993,3.19485771,3.178199944,3.1809611,3.293812467,3.288049942,3.213168536,3.302459246,3.300744422,3.299763485,3.455151191,3.570493747,3.866753526,4.246820548,5.13333842,7.022964828,10.42684179,16.20088502,24.85217823,35.75059716,49.0644948,61.59618906
13,,3.376821546,3.397166908,3.428232712,3.481294982,3.573376822,3.576278761,3.642655506,3.614627533,3.6566002,3.710994125,3.745737744,3.671797513,3.750550205,3.720736424,3.820968076,3.777588857,3.8007876,3.814537488,3.797618419,3.884336614,3.85043811,3.86277053,3.818951705,3.94923832,3.996689966,4.113128041,4.384749301,4.938531573,6.040283818,8.101777676,12.20340276,20.37618575,34.06095392,50.31827777,65.04166561,78.54797691,89.80497063,99.73825691,100,100
