ID,Page 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Background,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,3.887083238,3.918625816,3.955850563,3.97670456,4.045370158,4.029458888,4.111015253,4.128379238,4.105388978,4.106896384,4.091648033,4.132612638,4.24010071,4.175071845,4.238486775,4.274379012,4.190318151,4.259651331,4.309734669,4.333358765,4.386561888,4.422391525,4.515035586,4.797945118,5.259080585,5.924671295,7.659647517,10.97968007,17.72215501,30.72216256,52.25659135,73.87889423,91.16960403,100,100,100,100,100,100,100
2,,3.426958332,3.413748379,3.502555886,3.4446152,3.532580946,3.530702913,3.551973319,3.595243545,3.610938539,3.587396048,3.658401363,3.701075761,3.714481902,3.709563592,3.75600824,3.719513746,3.815107605,3.767779485,3.751144427,3.801022354,3.845382511,3.986063427,4.036908881,4.28440637,4.833009079,5.686020193,7.56115053,11.16292821,18.4793431,33.06782635,54.43879861,74.40210066,90.02222731,100,100,100,100,100,100,100
3,,3.395895323,3.438327142,3.505701592,3.488103413,3.569943542,3.601363922,3.572464005,3.602044709,3.642873492,3.675898375,3.737152449,3.723201343,3.716879748,3.766403449,3.720244907,3.71404593,3.794308385,3.831649391,3.82184002,3.845273518,3.94534727,3.970867006,4.040995905,4.323491264,4.794032549,5.750311538,7.732836325,11.31537257,19.24565935,34.52518032,55.78262433,74.73803529,89.56928476,100,100,100,100,100,100,100
4,,3.132568202,3.200990663,3.30717501,3.201342794,3.313823584,3.320472158,3.367339154,3.347938397,3.333660312,3.328344807,3.363440557,3.439765011,3.427684952,3.454744284,3.440354564,3.411045352,3.463144012,3.498784728,3.515569652,3.524834058,3.535624366,3.560788128,3.563897154,3.603962986,3.614964014,3.691965227,3.574079083,3.67971313,3.817909005,3.860063031,4.053383101,4.259937438,4.64103151,5.347142748,6.824953587,9.559014267,15.22479809,26.29000358,43.30935487,58.38453909
5,,3.61192786,3.63088426,3.758869306,3.819638361,3.79579069,3.820604766,3.795173063,3.912317845,3.957427329,3.984675582,3.915195742,3.960303068,4.100568692,3.991887287,4.014883415,3.977155064,4.162443187,4.060895235,4.066965308,4.148928054,4.158337784,4.300101364,4.33977482,4.624187897,5.026556567,6.011851174,7.858178291,11.4541261,18.95770708,33.96106602,56.08507995,76.68655426,92.85623458,100,100,100,100,100,100,100
6,,3.398088808,3.373182856,3.438075619,3.4752931,3.519717798,3.562472979,3.575306207,3.573335949,3.625325617,3.651932735,3.710055109,3.67971313,3.685171165,3.697478992,3.712647186,3.642328527,3.707738867,3.742057134,3.819333181,3.755957376,3.804292145,4.002822919,4.093056558,4.276013908,4.698863203,5.53837099,7.315393083,10.76581216,17.601047,31.68623091,52.96429976,72.08543145,87.24313072,99.96140365,100,100,100,100,100,100
7,,3.619766973,3.695081145,3.639167729,3.629685337,3.748487722,3.686110182,3.753132501,3.777625188,3.845156141,3.77213194,3.8127936,3.908925438,3.819098427,3.918298837,3.936160067,3.940969384,3.90249485,3.958953231,3.929743103,4.014531284,4.064567461,4.151434893,4.214868827,4.408331426,4.791685007,5.520479368,7.058213169,9.834236159,15.85453066,27.87768804,48.23793901,69.43007553,86.03246357,99.98330483,100,100,100,100,100,100
8,,3.396540897,3.474928081,3.510773959,3.488975357,3.472483875,3.483852685,3.507031866,3.571628392,3.644235904,3.518613072,3.617812365,3.641154756,3.664708426,3.633609086,3.718732629,3.701431805,3.797554395,3.699041225,3.694427187,3.693793046,3.782711528,3.795681697,3.700639789,3.786399125,3.787523989,3.821445968,3.880251891,3.828379601,3.926451514,3.963857917,4.007237136,4.166603087,4.246789247,4.455089429,4.657765571,5.197331851,6.038975902,7.724930699,11.06616966,17.38743747
9,,3.62566098,3.654739198,3.734000035,3.744128001,3.749250673,3.684466903,3.689631495,3.834453484,3.819206022,3.815300439,3.865227624,3.876935988,3.913303324,3.817572524,3.878461891,3.921803382,3.960288396,3.924620432,3.985046159,4.047162115,4.062060622,4.096175435,4.230004323,4.414653021,4.657969024,5.367419641,6.69072897,9.333028153,14.70501041,25.33772324,44.06589354,64.59165767,81.02874418,95.0487335,100,100,100,100,100,100
